日付,機種名,台番号,G数,差枚,BB回数,RB回数,合成確率,BB確率,RB確率,ブドウ確率,setting,year,month,day,weekday,day_end,day_end_2,day_zoro,machine_end,machine_end_2,machine_zoro,前日の差枚,前日のG数,前日のBB確率,前日のRB確率
2023-09-13,アイムジャグラーEX-TP,313,7707,1381,32,25,135.2,240.8,308.3,5.902630582719991,4,2023,9,13,2,3,1,0,3,1,0,-381.0,509.0,509.0,0.0
2023-09-13,アイムジャグラーEX-TP,314,661,-666,0,0,0.0,0.0,0.0,5.260542493245654,0,2023,9,13,2,3,1,0,4,1,0,-95.0,4242.0,265.1,424.2
2023-09-13,アイムジャグラーEX-TP,315,759,-666,1,1,379.5,759.0,759.0,6.698327959668122,0,2023,9,13,2,3,1,0,5,1,0,-285.0,612.0,306.0,0.0
2023-09-13,アイムジャグラーEX-TP,316,5163,429,22,13,147.5,234.7,397.2,6.149204717744179,2,2023,9,13,2,3,1,0,6,1,0,-48.0,1208.0,201.3,0.0
2023-09-13,アイムジャグラーEX-TP,317,722,-142,3,0,240.7,240.7,0.0,6.212776583649228,0,2023,9,13,2,3,1,0,7,1,0,-381.0,336.0,0.0,0.0
2023-09-13,アイムジャグラーEX-TP,318,5360,-619,19,9,191.4,282.1,595.6,5.872528443416217,1,2023,9,13,2,3,1,0,8,1,0,-476.0,3474.0,289.5,347.4
2023-09-13,アイムジャグラーEX-TP,319,3484,334,15,9,145.2,232.3,387.1,6.170922217757179,0,2023,9,13,2,3,1,0,9,1,0,-285.0,1389.0,277.8,463.0
2023-09-13,アイムジャグラーEX-TP,320,896,286,5,1,149.3,179.2,896.0,5.973957014445641,0,2023,9,13,2,3,1,0,0,2,0,-619.0,814.0,814.0,407.0
2023-09-13,アイムジャグラーEX-TP,321,5375,524,23,15,141.4,233.7,358.3,6.226271390138166,2,2023,9,13,2,3,1,0,1,2,0,-428.0,1098.0,366.0,1098.0
2023-09-13,アイムジャグラーEX-TP,322,1019,-48,4,2,169.8,254.8,509.5,6.116180051217456,0,2023,9,13,2,3,1,0,2,2,1,-714.0,1440.0,720.0,288.0
2023-09-13,アイムジャグラーEX-TP,323,2033,96,8,3,184.8,254.1,677.7,5.531362156836183,0,2023,9,13,2,3,1,0,3,2,0,-95.0,1128.0,282.0,376.0
2023-09-13,アイムジャグラーEX-TP,324,4485,-762,15,6,213.6,299.0,747.5,5.752521153020719,1,2023,9,13,2,3,1,0,4,2,0,429.0,4928.0,246.4,352.0
2023-09-13,マイジャグラーV,356,6564,810,26,24,131.3,252.5,273.5,5.891024844603018,2,2023,9,13,2,3,1,0,6,5,0,524.0,6542.0,211.0,545.2
2023-09-13,マイジャグラーV,357,2791,-190,12,4,174.4,232.6,697.8,6.166747612594121,0,2023,9,13,2,3,1,0,7,5,0,-285.0,5567.0,278.4,397.6
2023-09-13,マイジャグラーV,358,4409,-619,15,9,183.7,293.9,489.9,5.789786904867395,1,2023,9,13,2,3,1,0,8,5,0,-1762.0,2150.0,1075.0,430.0
2023-09-13,マイジャグラーV,359,7015,-238,27,21,146.1,259.8,334.0,6.198592693031117,1,2023,9,13,2,3,1,0,9,5,0,-1523.0,2589.0,647.2,369.9
2023-09-13,マイジャグラーV,360,5711,-238,24,9,173.1,238.0,634.6,6.000047148855878,1,2023,9,13,2,3,1,0,0,6,0,96.0,2400.0,240.0,342.9
2023-09-13,マイジャグラーV,361,3163,-571,12,5,186.1,263.6,632.6,6.193131943454757,0,2023,9,13,2,3,1,0,1,6,0,2572.0,6528.0,171.8,593.5
2023-09-13,マイジャグラーV,362,7935,715,31,29,132.2,256.0,273.6,5.97979104746812,1,2023,9,13,2,3,1,0,2,6,0,-1095.0,3222.0,358.0,805.5
2023-09-13,マイジャグラーV,363,1103,-523,3,0,367.7,367.7,0.0,5.691344201397117,0,2023,9,13,2,3,1,0,3,6,0,-904.0,4884.0,325.6,348.9
2023-09-13,マイジャグラーV,364,7029,2191,33,25,121.2,213.0,281.2,5.7961601010370725,4,2023,9,13,2,3,1,0,4,6,0,-333.0,6214.0,282.5,327.1
2023-09-13,マイジャグラーV,365,5060,334,21,13,148.8,241.0,389.2,5.887159270840421,1,2023,9,13,2,3,1,0,5,6,0,-1190.0,3904.0,325.3,557.7
2023-09-13,マイジャグラーV,366,7304,238,27,25,140.5,270.5,292.2,5.914175356060441,1,2023,9,13,2,3,1,0,6,6,1,1524.0,6086.0,217.4,320.3
