日付,機種名,台番号,G数,差枚,BB回数,RB回数,合成確率,BB確率,RB確率,ブドウ確率,setting,day_end,合成回数,機種台数,前日の差枚,前日のG数,前日のBB確率,前日のRB確率,翌日,前日のG数ランキング,前日の差枚ランキング,前日の合成回数ランキング,前日の合成確率ランキング
2023-09-11,ファンキージャグラー2,397,1060,-797,2,1,353.3,530.0,1060.0,6.4749036399953575,0,1,3,18,-453.0,1535.0,307.0,511.7,2023-09-11,9.0,13.0,9.0,9.0
2023-09-11,ファンキージャグラー2,398,2378,-1420,3,5,297.2,792.7,475.6,5.596530950987227,0,1,8,18,-707.0,1182.0,591.0,394.0,2023-09-11,12.0,17.0,12.0,6.0
2023-09-11,ファンキージャグラー2,399,1220,216,5,5,122.0,244.0,244.0,5.99319379507944,0,1,10,18,55.0,2064.0,294.9,344.0,2023-09-11,7.0,4.0,7.0,13.0
2023-09-11,ファンキージャグラー2,400,3424,187,11,18,118.1,311.3,190.2,6.088438661336556,0,1,29,18,-437.0,556.0,556.0,556.0,2023-09-11,18.0,12.0,18.0,4.0
2023-09-11,ファンキージャグラー2,401,4381,597,19,13,136.9,230.6,337.0,5.949177343078863,1,1,32,18,242.0,3173.0,288.5,211.5,2023-09-11,4.0,2.0,3.0,18.0
2023-09-11,ファンキージャグラー2,447,1751,644,10,2,145.9,175.1,875.5,5.6285200098346415,0,1,12,18,-309.0,1522.0,304.4,761.0,2023-09-11,10.0,10.0,10.0,7.0
2023-09-11,ファンキージャグラー2,448,1761,-62,7,4,160.1,251.6,440.2,6.032653664916319,0,1,11,18,-331.0,1200.0,300.0,600.0,2023-09-11,11.0,11.0,11.0,8.0
2023-09-11,ファンキージャグラー2,449,2957,-762,10,6,184.8,295.7,492.8,6.305969780233915,0,1,16,18,-198.0,3895.0,243.4,486.9,2023-09-11,3.0,8.0,4.0,11.0
2023-09-11,ファンキージャグラー2,450,2023,-216,7,4,183.9,289.0,505.8,5.690956650023853,0,1,11,18,-607.0,1090.0,545.0,545.0,2023-09-11,13.0,16.0,13.5,5.0
2023-09-11,ファンキージャグラー2,451,1311,-611,4,2,218.5,327.8,655.5,6.737650547591499,0,1,6,18,188.0,1581.0,225.9,527.0,2023-09-11,8.0,3.0,8.0,14.5
2023-09-11,ファンキージャグラー2,452,594,-12,3,0,198.0,198.0,0.0,6.15306686099585,0,1,3,18,1907.0,4687.0,173.6,585.9,2023-09-11,2.0,1.0,2.0,17.0
2023-09-11,ファンキージャグラー2,453,2176,-123,8,7,145.1,272.0,310.9,6.220028061587995,0,1,15,18,-270.0,869.0,289.7,0.0,2023-09-11,16.0,9.0,16.0,3.0
2023-09-11,ファンキージャグラー2,454,1844,-660,6,1,263.4,307.3,1844.0,5.967220414365857,0,1,7,18,-583.0,936.0,468.0,936.0,2023-09-11,14.0,15.0,16.0,1.0
2023-09-11,ファンキージャグラー2,455,809,-457,1,3,202.2,809.0,269.7,6.084317624318393,0,1,4,18,-486.0,914.0,914.0,457.0,2023-09-11,15.0,14.0,16.0,2.0
2023-09-11,ファンキージャグラー2,456,3358,766,16,8,139.9,209.9,419.8,5.755698289140966,0,1,24,18,-75.0,2826.0,235.5,942.0,2023-09-11,5.0,6.0,6.0,10.0
2023-09-11,ファンキージャグラー2,488,2207,179,10,6,137.9,220.7,367.8,6.315094682247477,0,1,16,18,-91.0,643.0,321.5,321.5,2023-09-11,17.0,7.0,13.5,12.0
2023-09-11,ファンキージャグラー2,489,472,-540,0,1,472.0,0.0,472.0,6.763432470637459,0,1,1,18,-857.0,5690.0,379.3,271.0,2023-09-11,1.0,18.0,1.0,14.5
2023-09-11,ファンキージャグラー2,490,3371,172,14,8,153.2,240.8,421.4,5.882112117096432,0,1,22,18,-68.0,2665.0,266.5,380.7,2023-09-11,6.0,5.0,5.0,16.0
2023-09-11,ハッピージャグラーVIII,481,7368,3712,39,28,110.0,188.9,263.1,5.918696010374747,5,1,67,7,-792.0,1452.0,726.0,484.0,2023-09-11,5.0,7.0,6.0,1.0
2023-09-11,ハッピージャグラーVIII,482,2364,649,12,7,124.4,197.0,337.7,6.37598658885122,0,1,19,7,-58.0,4095.0,240.9,585.0,2023-09-11,3.0,3.0,3.0,4.0
2023-09-11,ハッピージャグラーVIII,483,989,-22,4,1,197.8,247.2,989.0,5.747841635339404,0,1,5,7,1421.0,4602.0,191.8,328.7,2023-09-11,2.0,2.0,2.0,6.0
2023-09-11,ハッピージャグラーVIII,484,2586,1549,14,10,107.8,184.7,258.6,5.667548011292796,0,1,24,7,-150.0,1120.0,280.0,280.0,2023-09-11,6.0,5.0,5.0,5.0
2023-09-11,ハッピージャグラーVIII,485,1233,-746,2,3,246.6,616.5,411.0,6.381533818215178,0,1,5,7,2912.0,6932.0,187.4,216.6,2023-09-11,1.0,1.0,1.0,7.0
2023-09-11,ハッピージャグラーVIII,486,2341,398,10,8,130.1,234.1,292.6,6.156916620890325,0,1,18,7,-75.0,243.0,243.0,0.0,2023-09-11,7.0,4.0,7.0,2.0
2023-09-11,ハッピージャグラーVIII,487,3933,597,17,14,126.9,231.4,280.9,6.372688146052679,0,1,31,7,-597.0,2041.0,340.2,680.3,2023-09-11,4.0,6.0,4.0,3.0
2023-09-10,アイムジャグラーEX-TP,402,780,-229,2,2,195.0,390.0,390.0,5.942350062318492,0,0,4,15,3020.0,3111.0,141.4,311.1,2023-09-10,6.0,1.0,4.0,15.0
2023-09-10,アイムジャグラーEX-TP,403,2289,239,12,2,163.5,190.8,1144.5,6.491719045206246,0,0,14,15,2954.0,6664.0,170.9,476.0,2023-09-10,2.0,2.0,1.0,14.0
2023-09-10,アイムジャグラーEX-TP,404,1844,-884,5,2,263.4,368.8,922.0,6.327332901194339,0,0,7,15,-1102.0,7336.0,305.7,366.8,2023-09-10,1.0,13.0,2.0,9.0
2023-09-10,アイムジャグラーEX-TP,405,2652,429,12,5,156.0,221.0,530.4,5.8240040014333365,0,0,17,15,-415.0,899.0,899.0,224.8,2023-09-10,12.0,6.0,12.0,7.0
2023-09-10,アイムジャグラーEX-TP,406,4997,475,20,15,142.8,249.8,333.1,6.006672876246563,2,0,35,15,-1349.0,3971.0,361.0,441.2,2023-09-10,5.0,15.0,6.0,5.0
2023-09-10,アイムジャグラーEX-TP,427,7698,-772,28,15,179.0,274.9,513.2,6.021555714522472,1,0,43,15,-1244.0,2286.0,457.2,457.2,2023-09-10,8.0,14.0,9.5,4.0
2023-09-10,アイムジャグラーEX-TP,428,2960,-620,9,7,185.0,328.9,422.9,6.016524302692963,0,0,16,15,-554.0,712.0,712.0,0.0,2023-09-10,14.0,9.0,14.5,1.0
2023-09-10,アイムジャグラーEX-TP,429,4138,484,20,9,142.7,206.9,459.8,6.537204632846465,1,0,29,15,-435.0,5454.0,287.1,340.9,2023-09-10,3.0,7.0,3.0,13.0
